# Customers
CustomerID,CustomerName,Country
1,Customer_1,Germany
2,Customer_2,UK
3,Customer_3,Canada
4,Customer_4,USA
5,Customer_5,Canada
6,Customer_6,India
7,Customer_7,India
8,Customer_8,Canada
9,Customer_9,UK
10,Customer_10,USA
11,Customer_11,UK
12,Customer_12,USA
13,Customer_13,Canada
14,Customer_14,USA
15,Customer_15,India
16,Customer_16,UK
17,Customer_17,UK
18,Customer_18,USA
19,Customer_19,India
20,Customer_20,USA
21,Customer_21,India
22,Customer_22,Germany
23,Customer_23,UK
24,Customer_24,Canada
25,Customer_25,India
26,Customer_26,UK
27,Customer_27,India
28,Customer_28,Germany
29,Customer_29,Germany
30,Customer_30,UK
31,Customer_31,Germany
32,Customer_32,Germany
33,Customer_33,India
34,Customer_34,UK
35,Customer_35,USA
36,Customer_36,USA
37,Customer_37,UK
38,Customer_38,USA
39,Customer_39,Canada
40,Customer_40,USA
41,Customer_41,USA
42,Customer_42,Canada
43,Customer_43,USA
44,Customer_44,UK
45,Customer_45,USA
46,Customer_46,USA
47,Customer_47,India
48,Customer_48,Canada
49,Customer_49,India
50,Customer_50,India
51,Customer_51,USA
52,Customer_52,Canada
53,Customer_53,Canada
54,Customer_54,Germany
55,Customer_55,Germany
56,Customer_56,India
57,Customer_57,India
58,Customer_58,Germany
59,Customer_59,Germany
60,Customer_60,India
61,Customer_61,USA
62,Customer_62,Canada
63,Customer_63,Germany
64,Customer_64,Canada
65,Customer_65,Canada
66,Customer_66,USA
67,Customer_67,Germany
68,Customer_68,Germany
69,Customer_69,UK
70,Customer_70,India
71,Customer_71,USA
72,Customer_72,Germany
73,Customer_73,UK
74,Customer_74,USA
75,Customer_75,Germany
76,Customer_76,Canada
77,Customer_77,UK
78,Customer_78,Germany
79,Customer_79,UK
80,Customer_80,UK
81,Customer_81,India
82,Customer_82,UK
83,Customer_83,India
84,Customer_84,UK
85,Customer_85,India
86,Customer_86,India
87,Customer_87,Canada
88,Customer_88,India
89,Customer_89,India
90,Customer_90,UK
91,Customer_91,UK
92,Customer_92,Germany
93,Customer_93,Canada
94,Customer_94,UK
95,Customer_95,UK
96,Customer_96,Germany
97,Customer_97,Canada
98,Customer_98,Germany
99,Customer_99,USA
100,Customer_100,Canada

# Orders
OrderID,CustomerID,OrderDate
1,100,2023-01-01
2,76,2023-01-02
3,16,2023-01-03
4,41,2023-01-04
5,96,2023-01-05
6,58,2023-01-06
7,23,2023-01-07
8,18,2023-01-08
9,35,2023-01-09
10,52,2023-01-10
11,83,2023-01-11
12,93,2023-01-12
13,5,2023-01-13
14,36,2023-01-14
15,16,2023-01-15
16,46,2023-01-16
17,19,2023-01-17
18,63,2023-01-18
19,21,2023-01-19
20,30,2023-01-20
21,52,2023-01-21
22,56,2023-01-22
23,65,2023-01-23
24,7,2023-01-24
25,30,2023-01-25
26,47,2023-01-26
27,64,2023-01-27
28,5,2023-01-28
29,87,2023-01-29
30,34,2023-01-30
31,37,2023-01-31
32,86,2023-02-01
33,13,2023-02-02
34,47,2023-02-03
35,64,2023-02-04
36,96,2023-02-05
37,72,2023-02-06
38,64,2023-02-07
39,72,2023-02-08
40,70,2023-02-09
41,93,2023-02-10
42,86,2023-02-11
43,28,2023-02-12
44,57,2023-02-13
45,85,2023-02-14
46,50,2023-02-15
47,46,2023-02-16
48,67,2023-02-17
49,59,2023-02-18
50,39,2023-02-19
51,82,2023-02-20
52,56,2023-02-21
53,86,2023-02-22
54,62,2023-02-23
55,55,2023-02-24
56,80,2023-02-25
57,82,2023-02-26
58,11,2023-02-27
59,77,2023-02-28
60,24,2023-03-01
61,85,2023-03-02
62,23,2023-03-03
63,55,2023-03-04
64,5,2023-03-05
65,7,2023-03-06
66,36,2023-03-07
67,25,2023-03-08
68,77,2023-03-09
69,77,2023-03-10
70,44,2023-03-11
71,86,2023-03-12
72,38,2023-03-13
73,4,2023-03-14
74,66,2023-03-15
75,9,2023-03-16
76,76,2023-03-17
77,87,2023-03-18
78,60,2023-03-19
79,12,2023-03-20
80,15,2023-03-21
81,10,2023-03-22
82,64,2023-03-23
83,50,2023-03-24
84,42,2023-03-25
85,14,2023-03-26
86,96,2023-03-27
87,88,2023-03-28
88,64,2023-03-29
89,49,2023-03-30
90,77,2023-03-31
91,51,2023-04-01
92,100,2023-04-02
93,4,2023-04-03
94,6,2023-04-04
95,71,2023-04-05
96,81,2023-04-06
97,68,2023-04-07
98,64,2023-04-08
99,66,2023-04-09
100,2,2023-04-10
101,83,2023-04-11
102,46,2023-04-12
103,23,2023-04-13
104,80,2023-04-14
105,65,2023-04-15
106,89,2023-04-16
107,59,2023-04-17
108,5,2023-04-18
109,36,2023-04-19
110,96,2023-04-20
111,85,2023-04-21
112,3,2023-04-22
113,8,2023-04-23
114,2,2023-04-24
115,78,2023-04-25
116,64,2023-04-26
117,86,2023-04-27
118,76,2023-04-28
119,9,2023-04-29
120,51,2023-04-30
121,48,2023-05-01
122,55,2023-05-02
123,80,2023-05-03
124,41,2023-05-04
125,15,2023-05-05
126,22,2023-05-06
127,1,2023-05-07
128,41,2023-05-08
129,97,2023-05-09
130,40,2023-05-10
131,69,2023-05-11
132,77,2023-05-12
133,79,2023-05-13
134,41,2023-05-14
135,32,2023-05-15
136,85,2023-05-16
137,93,2023-05-17
138,90,2023-05-18
139,29,2023-05-19
140,43,2023-05-20
141,93,2023-05-21
142,45,2023-05-22
143,65,2023-05-23
144,28,2023-05-24
145,88,2023-05-25
146,11,2023-05-26
147,44,2023-05-27
148,95,2023-05-28
149,47,2023-05-29
150,54,2023-05-30
151,20,2023-05-31
152,61,2023-06-01
153,24,2023-06-02
154,70,2023-06-03
155,48,2023-06-04
156,25,2023-06-05
157,32,2023-06-06
158,54,2023-06-07
159,70,2023-06-08
160,50,2023-06-09
161,61,2023-06-10
162,23,2023-06-11
163,65,2023-06-12
164,5,2023-06-13
165,78,2023-06-14
166,27,2023-06-15
167,63,2023-06-16
168,20,2023-06-17
169,81,2023-06-18
170,22,2023-06-19
171,29,2023-06-20
172,71,2023-06-21
173,85,2023-06-22
174,45,2023-06-23
175,90,2023-06-24
176,9,2023-06-25
177,32,2023-06-26
178,32,2023-06-27
179,87,2023-06-28
180,20,2023-06-29
181,42,2023-06-30
182,50,2023-07-01
183,95,2023-07-02
184,10,2023-07-03
185,52,2023-07-04
186,77,2023-07-05
187,74,2023-07-06
188,72,2023-07-07
189,8,2023-07-08
190,58,2023-07-09
191,74,2023-07-10
192,68,2023-07-11
193,57,2023-07-12
194,52,2023-07-13
195,90,2023-07-14
196,14,2023-07-15
197,4,2023-07-16
198,76,2023-07-17
199,78,2023-07-18
200,49,2023-07-19
201,42,2023-07-20
202,26,2023-07-21
203,2,2023-07-22
204,21,2023-07-23
205,67,2023-07-24
206,77,2023-07-25
207,73,2023-07-26
208,29,2023-07-27
209,11,2023-07-28
210,76,2023-07-29
211,31,2023-07-30
212,64,2023-07-31
213,78,2023-08-01
214,14,2023-08-02
215,42,2023-08-03
216,71,2023-08-04
217,94,2023-08-05
218,73,2023-08-06
219,11,2023-08-07
220,74,2023-08-08
221,42,2023-08-09
222,96,2023-08-10
223,27,2023-08-11
224,88,2023-08-12
225,86,2023-08-13
226,41,2023-08-14
227,28,2023-08-15
228,37,2023-08-16
229,89,2023-08-17
230,10,2023-08-18
231,36,2023-08-19
232,55,2023-08-20
233,13,2023-08-21
234,45,2023-08-22
235,43,2023-08-23
236,94,2023-08-24
237,50,2023-08-25
238,1,2023-08-26
239,75,2023-08-27
240,68,2023-08-28
241,65,2023-08-29
242,63,2023-08-30
243,45,2023-08-31
244,26,2023-09-01
245,33,2023-09-02
246,91,2023-09-03
247,92,2023-09-04
248,13,2023-09-05
249,62,2023-09-06
250,92,2023-09-07
251,8,2023-09-08
252,59,2023-09-09
253,21,2023-09-10
254,42,2023-09-11
255,40,2023-09-12
256,18,2023-09-13
257,43,2023-09-14
258,28,2023-09-15
259,59,2023-09-16
260,70,2023-09-17
261,90,2023-09-18
262,18,2023-09-19
263,96,2023-09-20
264,94,2023-09-21
265,12,2023-09-22
266,62,2023-09-23
267,36,2023-09-24
268,95,2023-09-25
269,94,2023-09-26
270,15,2023-09-27
271,89,2023-09-28
272,82,2023-09-29
273,83,2023-09-30
274,83,2023-10-01
275,72,2023-10-02
276,17,2023-10-03
277,63,2023-10-04
278,90,2023-10-05
279,46,2023-10-06
280,32,2023-10-07
281,56,2023-10-08
282,54,2023-10-09
283,69,2023-10-10
284,47,2023-10-11
285,69,2023-10-12
286,48,2023-10-13
287,24,2023-10-14
288,67,2023-10-15
289,77,2023-10-16
290,79,2023-10-17
291,83,2023-10-18
292,52,2023-10-19
293,99,2023-10-20
294,4,2023-10-21
295,72,2023-10-22
296,16,2023-10-23
297,75,2023-10-24
298,66,2023-10-25
299,91,2023-10-26
300,46,2023-10-27
301,17,2023-10-28
302,81,2023-10-29
303,36,2023-10-30
304,75,2023-10-31
305,43,2023-11-01
306,37,2023-11-02
307,91,2023-11-03
308,22,2023-11-04
309,9,2023-11-05
310,49,2023-11-06
311,20,2023-11-07
312,52,2023-11-08
313,90,2023-11-09
314,30,2023-11-10
315,41,2023-11-11
316,99,2023-11-12
317,42,2023-11-13
318,8,2023-11-14
319,91,2023-11-15
320,19,2023-11-16
321,68,2023-11-17
322,47,2023-11-18
323,66,2023-11-19
324,1,2023-11-20
325,92,2023-11-21
326,72,2023-11-22
327,80,2023-11-23
328,80,2023-11-24
329,88,2023-11-25
330,4,2023-11-26
331,48,2023-11-27
332,62,2023-11-28
333,48,2023-11-29
334,51,2023-11-30
335,14,2023-12-01
336,94,2023-12-02
337,62,2023-12-03
338,64,2023-12-04
339,54,2023-12-05
340,26,2023-12-06
341,64,2023-12-07
342,35,2023-12-08
343,73,2023-12-09
344,91,2023-12-10
345,27,2023-12-11
346,28,2023-12-12
347,61,2023-12-13
348,9,2023-12-14
349,78,2023-12-15
350,29,2023-12-16
351,93,2023-12-17
352,13,2023-12-18
353,55,2023-12-19
354,80,2023-12-20
355,79,2023-12-21
356,71,2023-12-22
357,24,2023-12-23
358,1,2023-12-24
359,97,2023-12-25
360,60,2023-12-26
361,35,2023-12-27
362,20,2023-12-28
363,13,2023-12-29
364,48,2023-12-30
365,1,2023-12-31
366,15,2024-01-01
367,56,2024-01-02
368,68,2024-01-03
369,7,2024-01-04
370,4,2024-01-05
371,52,2024-01-06
372,5,2024-01-07
373,29,2024-01-08
374,60,2024-01-09
375,82,2024-01-10
376,1,2024-01-11
377,41,2024-01-12
378,23,2024-01-13
379,27,2024-01-14
380,90,2024-01-15
381,90,2024-01-16
382,14,2024-01-17
383,53,2024-01-18
384,47,2024-01-19
385,26,2024-01-20
386,99,2024-01-21
387,76,2024-01-22
388,21,2024-01-23
389,89,2024-01-24
390,50,2024-01-25
391,77,2024-01-26
392,39,2024-01-27
393,92,2024-01-28
394,38,2024-01-29
395,48,2024-01-30
396,91,2024-01-31
397,29,2024-02-01
398,65,2024-02-02
399,74,2024-02-03
400,100,2024-02-04
401,100,2024-02-05
402,71,2024-02-06
403,33,2024-02-07
404,73,2024-02-08
405,14,2024-02-09
406,99,2024-02-10
407,12,2024-02-11
408,45,2024-02-12
409,26,2024-02-13
410,90,2024-02-14
411,99,2024-02-15
412,74,2024-02-16
413,53,2024-02-17
414,34,2024-02-18
415,18,2024-02-19
416,17,2024-02-20
417,48,2024-02-21
418,10,2024-02-22
419,46,2024-02-23
420,56,2024-02-24
421,46,2024-02-25
422,4,2024-02-26
423,62,2024-02-27
424,48,2024-02-28
425,10,2024-02-29
426,74,2024-03-01
427,42,2024-03-02
428,93,2024-03-03
429,80,2024-03-04
430,75,2024-03-05
431,33,2024-03-06
432,20,2024-03-07
433,53,2024-03-08
434,22,2024-03-09
435,50,2024-03-10
436,69,2024-03-11
437,65,2024-03-12
438,69,2024-03-13
439,10,2024-03-14
440,3,2024-03-15
441,2,2024-03-16
442,71,2024-03-17
443,8,2024-03-18
444,62,2024-03-19
445,66,2024-03-20
446,67,2024-03-21
447,77,2024-03-22
448,31,2024-03-23
449,98,2024-03-24
450,7,2024-03-25
451,12,2024-03-26
452,3,2024-03-27
453,86,2024-03-28
454,71,2024-03-29
455,99,2024-03-30
456,91,2024-03-31
457,7,2024-04-01
458,14,2024-04-02
459,65,2024-04-03
460,89,2024-04-04
461,27,2024-04-05
462,23,2024-04-06
463,18,2024-04-07
464,5,2024-04-08
465,51,2024-04-09
466,54,2024-04-10
467,6,2024-04-11
468,97,2024-04-12
469,20,2024-04-13
470,17,2024-04-14
471,5,2024-04-15
472,69,2024-04-16
473,95,2024-04-17
474,1,2024-04-18
475,66,2024-04-19
476,38,2024-04-20
477,18,2024-04-21
478,4,2024-04-22
479,29,2024-04-23
480,52,2024-04-24
481,89,2024-04-25
482,26,2024-04-26
483,7,2024-04-27
484,30,2024-04-28
485,98,2024-04-29
486,52,2024-04-30
487,50,2024-05-01
488,20,2024-05-02
489,22,2024-05-03
490,75,2024-05-04
491,66,2024-05-05
492,75,2024-05-06
493,44,2024-05-07
494,32,2024-05-08
495,98,2024-05-09
496,62,2024-05-10
497,19,2024-05-11
498,63,2024-05-12
499,44,2024-05-13
500,58,2024-05-14

# Order_Details
OrderDetailID,OrderID,ProductID,Quantity,UnitPrice
1,133,44,7,79.87
2,130,47,8,80.8
3,27,2,3,51.95
4,460,27,1,51.41
5,389,31,6,65.13
6,161,32,8,48.56
7,239,24,5,23.62
8,449,32,1,91.74
9,57,41,8,16.78
10,338,41,4,90.19
11,473,6,4,85.22
12,186,34,2,63.28
13,484,13,2,67.84
14,16,21,9,66.31
15,1,4,9,62.45
16,344,3,2,73.55
17,217,14,2,11.18
18,473,26,4,74.51
19,433,25,9,58.85
20,133,36,3,19.1
21,303,21,4,67.59
22,420,18,2,41.46
23,314,6,3,58.15
24,25,11,1,22.26
25,260,25,8,49.49
26,450,47,2,29.99
27,85,38,9,50.38
28,270,22,7,12.11
29,189,43,7,36.16
30,55,24,7,11.88
31,124,39,5,72.46
32,340,15,9,57.57
33,417,20,8,82.58
34,177,25,1,22.61
35,156,11,8,83.71
36,161,13,9,34.44
37,448,39,6,87.3
38,466,4,2,86.33
39,237,24,5,84.08
40,120,17,5,76.27
41,261,2,6,63.53
42,166,37,3,16.91
43,171,2,6,20.52
44,308,10,3,41.42
45,453,10,5,29.4
46,236,22,1,72.56
47,425,45,2,27.46
48,172,25,2,80.05
49,498,50,7,45.5
50,437,7,6,40.41
51,332,19,4,31.07
52,349,20,1,46.25
53,55,43,6,69.07
54,13,50,6,55.91
55,81,10,5,38.23
56,438,10,8,84.67
57,259,26,4,25.83
58,64,48,3,47.06
59,91,8,2,46.79
60,461,24,2,89.53
61,85,49,7,54.82
62,428,31,2,26.15
63,489,8,6,35.69
64,215,9,5,88.2
65,384,46,7,64.8
66,267,33,1,62.01
67,420,2,8,45.39
68,16,26,2,91.25
69,258,30,5,88.05
70,124,4,2,80.97
71,214,18,5,12.57
72,491,2,3,35.03
73,83,10,4,62.71
74,337,26,7,49.35
75,71,37,4,80.52
76,487,43,5,52.56
77,58,9,5,23.5
78,251,10,8,99.8
79,441,6,4,81.75
80,77,41,8,85.73
81,260,16,5,27.23
82,316,10,5,40.62
83,54,8,4,85.78
84,208,1,5,73.12
85,353,9,7,12.04
86,154,39,9,75.97
87,170,12,5,27.4
88,403,8,2,34.43
89,309,24,7,11.09
90,271,5,6,85.48
91,123,18,5,94.2
92,144,27,9,21.39
93,71,38,4,47.79
94,77,28,4,85.39
95,26,1,1,69.68
96,51,20,8,95.22
97,89,36,9,48.39
98,347,27,1,89.59
99,369,44,5,47.25
100,304,14,4,23.59
101,253,42,1,98.34
102,176,17,6,69.73
103,280,30,1,93.04
104,416,37,4,87.58
105,406,35,5,33.86
106,191,11,1,27.11
107,439,17,8,35.65
108,435,14,6,90.83
109,445,48,1,83.36
110,202,13,1,68.3
111,407,47,4,46.36
112,175,8,6,33.21
113,74,50,6,82.75
114,90,47,4,97.42
115,406,20,2,18.52
116,476,47,2,35.19
117,234,44,5,54.33
118,81,9,8,55.71
119,253,34,8,42.88
120,407,33,8,21.23
121,297,6,1,49.1
122,218,50,6,20.5
123,335,23,2,99.42
124,304,46,1,20.34
125,492,50,2,10.64
126,499,11,8,97.92
127,341,23,9,61.12
128,171,28,5,44.7
129,384,41,2,40.77
130,245,22,6,49.53
131,174,49,8,67.97
132,32,7,4,18.04
133,269,8,5,63.23
134,400,31,9,93.44
135,90,13,2,64.12
136,296,9,5,63.02
137,443,35,3,56.24
138,206,14,1,46.53
139,362,29,1,72.98
140,36,15,3,24.88
141,231,44,3,47.98
142,164,43,9,89.9
143,438,23,6,98.51
144,275,42,8,96.75
145,441,16,3,88.12
146,229,3,9,77.72
147,286,24,6,77.03
148,140,16,8,40.58
149,240,7,5,39.13
150,4,32,8,33.18
151,319,46,8,64.68
152,24,13,5,16.71
153,238,33,4,33.3
154,164,4,3,15.67
155,440,5,1,23.61
156,213,32,4,38.53
157,158,37,6,19.25
158,413,37,3,87.4
159,290,6,2,56.25
160,308,41,1,93.83
161,162,19,7,15.81
162,218,14,9,44.54
163,454,47,9,67.28
164,67,2,9,26.17
165,470,40,6,14.68
166,360,43,6,57.52
167,485,18,2,10.68
168,344,29,6,60.97
169,7,21,2,98.07
170,109,27,6,48.19
171,361,9,2,55.37
172,151,19,1,95.84
173,275,39,4,91.69
174,16,13,5,15.18
175,217,11,5,18.63
176,126,22,3,45.63
177,297,46,4,56.6
178,200,34,3,40.06
179,271,35,7,99.89
180,252,2,6,82.03
181,116,33,1,61.99
182,239,23,8,40.75
183,80,50,4,27.4
184,374,47,4,39.5
185,372,17,9,84.48
186,280,46,9,89.71
187,211,44,8,27.05
188,13,41,5,33.86
189,253,16,6,99.84
190,471,7,4,75.2
191,454,5,2,76.94
192,275,24,5,20.81
193,39,50,2,13.93
194,293,35,8,72.84
195,238,50,3,14.32
196,413,26,9,32.61
197,125,1,9,71.42
198,63,14,3,76.59
199,125,26,5,95.45
200,352,5,6,55.84
201,409,17,2,45.78
202,346,41,4,53.39
203,199,19,1,49.79
204,285,26,1,80.1
205,290,41,9,21.68
206,439,1,4,74.32
207,59,41,8,29.7
208,380,14,9,51.33
209,216,21,3,69.26
210,450,44,7,91.12
211,283,20,3,35.52
212,496,48,7,98.47
213,260,49,4,80.41
214,336,11,5,17.68
215,455,21,1,54.09
216,239,17,6,34.98
217,260,5,3,58.41
218,452,6,9,94.59
219,149,44,8,21.3
220,204,44,2,37.76
221,65,41,7,10.21
222,392,35,5,43.95
223,314,46,1,37.02
224,85,5,9,51.37
225,226,4,4,59.03
226,432,38,8,13.6
227,467,45,9,65.98
228,41,10,5,92.65
229,137,24,5,39.42
230,185,3,1,16.99
231,347,14,8,51.99
232,108,40,9,18.56
233,135,10,4,76.14
234,219,39,4,33.91
235,202,10,5,39.33
236,399,15,2,16.94
237,208,36,5,26.99
238,173,33,5,35.88
239,80,5,1,96.95
240,203,34,4,87.76
241,383,38,1,90.25
242,45,38,2,95.27
243,257,44,7,37.66
244,153,15,4,60.52
245,16,26,9,15.36
246,162,12,4,96.01
247,162,42,3,74.81
248,80,19,8,89.27
249,91,36,5,29.86
250,110,49,6,15.85
251,325,9,4,23.53
252,246,7,3,42.85
253,303,47,5,30.65
254,379,12,8,45.89
255,81,49,1,57.63
256,314,4,4,74.45
257,472,25,8,97.48
258,409,29,4,81.92
259,253,8,1,84.31
260,225,21,6,61.24
261,283,7,1,53.39
262,400,49,8,82.15
263,221,44,5,28.95
264,442,11,8,66.74
265,64,8,6,17.37
266,147,37,4,47.53
267,247,43,1,29.39
